""	"V1"
"Zm00001eb241690"	0.000667601993369551
"Zm00001eb382260"	0.000667873645386364
"Zm00001eb419620"	0.00067071157364918
"Zm00001eb389540"	0.000671656406756607
"Zm00001eb108960"	0.000672175574992521
"Zm00001eb100380"	0.000673170179085254
"Zm00001eb315000"	0.000686265900987669
"Zm00001eb008550"	0.000688718462573743
"Zm00001eb104970"	0.000688904285982058
"Zm00001eb155000"	0.000703595608248313
"Zm00001eb203330"	0.000706213016450345
"Zm00001eb050500"	0.000713977685590156
"Zm00001eb425570"	0.000723644906097493
"Zm00001eb273850"	0.000728003158519471
"Zm00001eb004480"	0.000729174019303219
"Zm00001eb421460"	0.000733686771804038
"Zm00001eb394570"	0.000734302964293465
"Zm00001eb052520"	0.00073549821081512
"Zm00001eb089790"	0.000736010115700487
"Zm00001eb141290"	0.000736996718548368
"Zm00001eb019640"	0.000737092830516844
"Zm00001eb016160"	0.00074144538460069
"Zm00001eb106430"	0.000743467164930251
"Zm00001eb249800"	0.000748592808238371
"Zm00001eb094730"	0.000749796927473101
"Zm00001eb325760"	0.000753924201848014
"Zm00001eb184470"	0.000754053464064402
"Zm00001eb371070"	0.000762159601297141
"Zm00001eb378600"	0.00076337735611381
"Zm00001eb043700"	0.000764848177461602
"Zm00001eb105510"	0.00078585445555795
"Zm00001eb297570"	0.000791087327833036
"Zm00001eb243000"	0.00079167704202788
"Zm00001eb247760"	0.000794332356056481
"Zm00001eb134200"	0.000806590271581105
"Zm00001eb404730"	0.000810081332269557
"Zm00001eb243140"	0.000810697871100347
"Zm00001eb163350"	0.000823610715475654
"Zm00001eb341840"	0.000843783611572085
"Zm00001eb360360"	0.000844922940557944
"Zm00001eb421860"	0.000847277759380827
"Zm00001eb253120"	0.000849999262654255
"Zm00001eb363750"	0.000852198783174628
"Zm00001eb361080"	0.000852428083422284
"Zm00001eb006560"	0.000855382678983198
"Zm00001eb376640"	0.000858395297482514
"Zm00001eb108120"	0.000861652685674501
"Zm00001eb011780"	0.000865078508389096
"Zm00001eb431530"	0.000868178838357885
"Zm00001eb431860"	0.000872792842299684
"Zm00001eb246190"	0.00087733057215479
"Zm00001eb026810"	0.000882975699688445
"Zm00001eb108350"	0.000886751036004992
"Zm00001eb025000"	0.000897517749817406
"Zm00001eb310180"	0.000899971000819686
"Zm00001eb242230"	0.000907998400796097
"Zm00001eb161780"	0.000913781211188783
"Zm00001eb411420"	0.000919486303349378
"Zm00001eb008610"	0.000921369474805886
"Zm00001eb258220"	0.000923485984979426
"Zm00001eb430040"	0.000925455808789995
"Zm00001eb409890"	0.000936273073610764
"Zm00001eb061570"	0.000947758403418641
"Zm00001eb385720"	0.000949363358716545
"Zm00001eb313700"	0.000955005596629915
"Zm00001eb101670"	0.000959784542299728
"Zm00001eb207660"	0.000961947102187091
"Zm00001eb234400"	0.000962028749186566
"Zm00001eb333240"	0.00096242043937034
"Zm00001eb431710"	0.000963870272215194
"Zm00001eb384740"	0.000969370215536483
"Zm00001eb360690"	0.000974287947570271
"Zm00001eb038130"	0.000975211383195037
"Zm00001eb023020"	0.000987084251967868
"Zm00001eb071140"	0.000993013483621928
"Zm00001eb047670"	0.00100057901626976
"Zm00001eb190060"	0.00100229938067104
"Zm00001eb029580"	0.00100652393022856
"Zm00001eb049080"	0.00100655293816518
"Zm00001eb292830"	0.00101112950641288
"Zm00001eb242120"	0.00101164061674268
"Zm00001eb025170"	0.00101471441210365
"Zm00001eb051910"	0.00101535499189155
"Zm00001eb378430"	0.00101779305951455
"Zm00001eb026500"	0.00101911026653749
"Zm00001eb191980"	0.00101972050182851
"Zm00001eb428290"	0.00102903183958509
"Zm00001eb004370"	0.00103066777077376
"Zm00001eb365810"	0.00103221149898549
"Zm00001eb066640"	0.00103325307541227
"Zm00001eb261190"	0.00103400436026301
"Zm00001eb216780"	0.00103738628767043
"Zm00001eb154350"	0.00105482822349516
"Zm00001eb278740"	0.00105548648271478
"Zm00001eb128940"	0.00105904458385555
"Zm00001eb371740"	0.00106376441997373
"Zm00001eb236440"	0.00106766310946063
"Zm00001eb317480"	0.00107437977273476
"Zm00001eb022630"	0.00108263089574388
"Zm00001eb333590"	0.00108452323128832
"Zm00001eb032280"	0.00109699711897917
"Zm00001eb199320"	0.00109786327138073
"Zm00001eb185950"	0.00111688958235163
"Zm00001eb052940"	0.00111768525867417
"Zm00001eb168750"	0.00112103935859456
"Zm00001eb139460"	0.00113970874996446
"Zm00001eb432800"	0.00114553751284764
"Zm00001eb185510"	0.00114607579038559
"Zm00001eb370650"	0.00114956499339432
"Zm00001eb138910"	0.00115108043128265
"Zm00001eb212970"	0.0011543006575508
"Zm00001eb171240"	0.00116311863350606
"Zm00001eb043460"	0.00117727896469652
"Zm00001eb394190"	0.00117811937818695
"Zm00001eb209010"	0.00117886008839714
"Zm00001eb343460"	0.00119384300498636
"Zm00001eb137170"	0.00119702299272677
"Zm00001eb191890"	0.00119887046080737
"Zm00001eb088830"	0.00121196532016596
"Zm00001eb346040"	0.00121688284960194
"Zm00001eb107030"	0.001217952275699
"Zm00001eb203940"	0.00122262297923894
"Zm00001eb221620"	0.00122334610562078
"Zm00001eb402150"	0.00123980161668279
"Zm00001eb293150"	0.00124658496706659
"Zm00001eb131360"	0.00126309351104511
"Zm00001eb407840"	0.00126385750966971
"Zm00001eb295100"	0.00126778395274688
"Zm00001eb381980"	0.00127105421474878
"Zm00001eb045800"	0.00127614839422553
"Zm00001eb139570"	0.00127712867971006
"Zm00001eb128200"	0.00128624727450889
"Zm00001eb353230"	0.00128857776940167
"Zm00001eb386320"	0.00128956267308215
"Zm00001eb198460"	0.00129160086287901
"Zm00001eb418370"	0.00129242112209016
"Zm00001eb207750"	0.00129716592855725
"Zm00001eb186320"	0.00130309699123488
"Zm00001eb198310"	0.00131115832289018
"Zm00001eb204030"	0.00133044069193275
"Zm00001eb389590"	0.00133091698019571
"Zm00001eb221100"	0.001331146699228
"Zm00001eb251900"	0.00133922272837592
"Zm00001eb250210"	0.00134003301139669
"Zm00001eb181510"	0.00134339717494978
"Zm00001eb383490"	0.00135592775955004
"Zm00001eb292660"	0.00135652124829127
"Zm00001eb363160"	0.00136588130261084
"Zm00001eb245640"	0.00136612743314546
"Zm00001eb198730"	0.00137738028110145
"Zm00001eb111980"	0.00138651356985715
"Zm00001eb409480"	0.00139257460222824
"Zm00001eb148120"	0.00139715292437057
"Zm00001eb311420"	0.00140572244014958
"Zm00001eb329570"	0.00141040523256562
"Zm00001eb362560"	0.00141221447607505
"Zm00001eb167660"	0.00141315825585738
"Zm00001eb067550"	0.001417022849826
"Zm00001eb289590"	0.00142715643369502
"Zm00001eb206500"	0.00142923282276326
"Zm00001eb212300"	0.00142954077239334
"Zm00001eb291160"	0.00143641533841496
"Zm00001eb388610"	0.00144977051888324
"Zm00001eb079970"	0.00147638573783154
"Zm00001eb295600"	0.00147938041046366
"Zm00001eb208390"	0.00148601514711637
"Zm00001eb013460"	0.00149343410123927
"Zm00001eb214410"	0.00149649818877378
"Zm00001eb044790"	0.00150111627222981
"Zm00001eb125880"	0.00151085371510196
"Zm00001eb416990"	0.00151341850865842
"Zm00001eb241230"	0.00151812347379012
"Zm00001eb034040"	0.00151836720386577
"Zm00001eb410710"	0.00151865177003735
"Zm00001eb185540"	0.00152001458779448
"Zm00001eb156540"	0.00152400436762718
"Zm00001eb039620"	0.00152806473552877
"Zm00001eb305930"	0.00153057955787355
"Zm00001eb106360"	0.00153436442625285
"Zm00001eb320030"	0.00154155176984677
"Zm00001eb153610"	0.00154660212784695
"Zm00001eb300040"	0.00155104809759499
"Zm00001eb366690"	0.00155957096522262
"Zm00001eb209170"	0.00156569042898957
"Zm00001eb023100"	0.00156878948813145
"Zm00001eb237680"	0.00157348457086544
"Zm00001eb293110"	0.00157445820125835
"Zm00001eb183750"	0.00158000675115577
"Zm00001eb095370"	0.00158300282928515
"Zm00001eb018300"	0.00158588219891799
"Zm00001eb353140"	0.00158680345574184
"Zm00001eb415190"	0.00158975052548484
"Zm00001eb080920"	0.00159341895823221
"Zm00001eb105960"	0.00161386477129283
"Zm00001eb049930"	0.00163594950351069
"Zm00001eb127690"	0.00163961306557044
"Zm00001eb321280"	0.00164286866658288
"Zm00001eb048440"	0.00166389341643532
"Zm00001eb319380"	0.00166660799929582
"Zm00001eb144730"	0.00167533781531258
"Zm00001eb403170"	0.00167996068120658
"Zm00001eb060230"	0.00168065389011328
"Zm00001eb243470"	0.00168416830748562
"Zm00001eb401910"	0.00170955148905482
"Zm00001eb354480"	0.00172141638012659
"Zm00001eb045890"	0.00173047316291194
"Zm00001eb421350"	0.00173444862279763
"Zm00001eb061350"	0.00173488053575554
"Zm00001eb214290"	0.0017373641099656
"Zm00001eb287870"	0.00173741645249991
"Zm00001eb208030"	0.0017531447057274
"Zm00001eb089680"	0.00175851242120283
"Zm00001eb377750"	0.00176037143388864
"Zm00001eb378320"	0.0017650411396703
"Zm00001eb112260"	0.00178183693099381
"Zm00001eb355980"	0.00179446817043701
"Zm00001eb402750"	0.00179530709858977
"Zm00001eb004490"	0.00179704063082608
"Zm00001eb251090"	0.00179812696103316
"Zm00001eb126500"	0.00180558494278059
"Zm00001eb265960"	0.00181523913757299
"Zm00001eb087670"	0.00181966165548908
"Zm00001eb228080"	0.00182885511998303
"Zm00001eb073360"	0.00182927815520907
"Zm00001eb015800"	0.00183286305924609
"Zm00001eb321220"	0.00183516567479557
"Zm00001eb238900"	0.00184887815471741
"Zm00001eb228800"	0.00184908302659021
"Zm00001eb206220"	0.0018512670413796
"Zm00001eb007780"	0.00187062222038751
"Zm00001eb212260"	0.0018774585162461
"Zm00001eb021890"	0.00188172564717906
"Zm00001eb324500"	0.00188867148467389
"Zm00001eb103390"	0.00188920772259116
"Zm00001eb127670"	0.00189113402409231
"Zm00001eb048660"	0.00189298861084708
"Zm00001eb095230"	0.0018995730657619
"Zm00001eb231620"	0.00191012456027501
"Zm00001eb105890"	0.00191711111451352
"Zm00001eb216830"	0.00192175459059134
"Zm00001eb347860"	0.00192346133810818
"Zm00001eb414270"	0.0019240849990556
"Zm00001eb174200"	0.00192680959922477
"Zm00001eb008070"	0.00192684236614575
"Zm00001eb017810"	0.00193416123088589
"Zm00001eb074240"	0.00193425567907911
"Zm00001eb220630"	0.00193622080593968
"Zm00001eb033130"	0.00193825039068865
"Zm00001eb227210"	0.00193848115316669
"Zm00001eb194230"	0.00194038671014399
"Zm00001eb238940"	0.00194354230775535
"Zm00001eb001840"	0.001956343895348
"Zm00001eb088370"	0.00196675461048809
"Zm00001eb230800"	0.00196882143233101
"Zm00001eb219570"	0.00196973606101942
"Zm00001eb271080"	0.00198363195987246
"Zm00001eb050350"	0.00198403865276162
"Zm00001eb193170"	0.00198646444215663
"Zm00001eb421690"	0.00198831191626866
"Zm00001eb242390"	0.00200669679889906
"Zm00001eb062180"	0.00200676411685094
"Zm00001eb225390"	0.00201743665596115
"Zm00001eb228330"	0.00201802661321503
"Zm00001eb216020"	0.00202001289491438
"Zm00001eb091350"	0.00202017321288934
"Zm00001eb259370"	0.00202327206648371
"Zm00001eb366780"	0.00202344404672927
"Zm00001eb117890"	0.00202469646317804
"Zm00001eb420250"	0.00203586635727998
"Zm00001eb283450"	0.00204129391484653
"Zm00001eb272600"	0.00204458947989022
"Zm00001eb284960"	0.00204470077546255
"Zm00001eb140740"	0.00205171104692588
"Zm00001eb359750"	0.00206171211277355
"Zm00001eb303060"	0.00206317802226376
"Zm00001eb325410"	0.0020673673118928
"Zm00001eb147990"	0.00207493683645276
"Zm00001eb321700"	0.0020816766150643
"Zm00001eb143180"	0.00208430115895893
"Zm00001eb104960"	0.00208456960013384
"Zm00001eb422980"	0.00209359928790819
"Zm00001eb187240"	0.00211190484663984
"Zm00001eb275490"	0.00211930312749755
"Zm00001eb293810"	0.00212169564723225
"Zm00001eb079870"	0.00213952330905798
"Zm00001eb228050"	0.00214055059744021
"Zm00001eb316870"	0.00216030809345413
"Zm00001eb306670"	0.00216176948697318
"Zm00001eb218540"	0.00217754041944343
"Zm00001eb215860"	0.00220586047142759
"Zm00001eb101660"	0.00221195313781009
"Zm00001eb036900"	0.00222350762916533
"Zm00001eb312910"	0.0022322590582404
"Zm00001eb257960"	0.00223603316538326
"Zm00001eb321710"	0.00223943772762556
"Zm00001eb377530"	0.00225284867671113
"Zm00001eb347190"	0.00226598154563952
"Zm00001eb288200"	0.00227523073705889
"Zm00001eb330810"	0.00227797694116307
"Zm00001eb280620"	0.00228575300469601
"Zm00001eb224620"	0.00228758613719396
"Zm00001eb080420"	0.00229050818940592
"Zm00001eb234240"	0.0022924600119584
"Zm00001eb152940"	0.00229514706173834
"Zm00001eb260100"	0.00230054673948059
"Zm00001eb016920"	0.00230697574598837
"Zm00001eb240130"	0.00230979211638009
"Zm00001eb357940"	0.0023174383472607
"Zm00001eb128130"	0.00232457955219172
"Zm00001eb137870"	0.00232837010197158
"Zm00001eb002220"	0.00233082208025197
"Zm00001eb221020"	0.00233265629793873
"Zm00001eb009990"	0.00234386227165684
"Zm00001eb419270"	0.00234811542144647
"Zm00001eb217130"	0.00235879735866623
"Zm00001eb373630"	0.00236234422925021
"Zm00001eb206400"	0.00237430312049447
"Zm00001eb366020"	0.00237589847902332
"Zm00001eb240960"	0.00238227510473473
"Zm00001eb430750"	0.00239008103177238
"Zm00001eb258770"	0.00240948364375742
"Zm00001eb352920"	0.00242569662254458
"Zm00001eb248020"	0.00242582528085038
"Zm00001eb078340"	0.00242875746174741
"Zm00001eb420410"	0.00244440865880757
"Zm00001eb283600"	0.0024479087108708
"Zm00001eb021720"	0.00245484625570384
"Zm00001eb212040"	0.00245919145180196
"Zm00001eb185290"	0.00246868031849178
"Zm00001eb344340"	0.00247173765890975
"Zm00001eb237090"	0.00247736010836253
"Zm00001eb355060"	0.00248050737462123
"Zm00001eb110770"	0.00248759696535317
"Zm00001eb397560"	0.00248984213341496
"Zm00001eb144240"	0.00249157764008407
"Zm00001eb432360"	0.00249325750919902
"Zm00001eb365390"	0.0024960886530746
"Zm00001eb420640"	0.00250366335965631
"Zm00001eb085100"	0.00251028739195804
"Zm00001eb056080"	0.0025159198443689
"Zm00001eb277700"	0.00251661244639477
"Zm00001eb297070"	0.00251687167954129
"Zm00001eb305250"	0.00252463453712078
"Zm00001eb031280"	0.00252963683506286
"Zm00001eb254310"	0.00254122430931102
"Zm00001eb161310"	0.0025447725270357
"Zm00001eb188070"	0.00256015813761167
"Zm00001eb363700"	0.0025766031933402
"Zm00001eb417810"	0.00258673125247411
"Zm00001eb273580"	0.00258952762806778
"Zm00001eb039670"	0.00260534641458218
"Zm00001eb143170"	0.00260889188536325
"Zm00001eb243420"	0.00262576576821795
"Zm00001eb420650"	0.00263220933853816
"Zm00001eb082760"	0.0026355970828318
"Zm00001eb378250"	0.00263865262118279
"Zm00001eb054320"	0.0026390428136656
"Zm00001eb182190"	0.00264631162549329
"Zm00001eb407660"	0.00264882709020895
"Zm00001eb072570"	0.00265061114307097
"Zm00001eb138690"	0.00265642716502328
"Zm00001eb197780"	0.00266308375362179
"Zm00001eb278770"	0.00267112088748092
"Zm00001eb076830"	0.00267268734786226
"Zm00001eb260120"	0.00267276460937314
"Zm00001eb063040"	0.00267342584172651
"Zm00001eb054310"	0.00267536967482998
"Zm00001eb312830"	0.00267797583446937
"Zm00001eb222430"	0.00268709839171438
"Zm00001eb040160"	0.00268981595139838
"Zm00001eb228940"	0.00269951272811508
"Zm00001eb159540"	0.0027115305116673
"Zm00001eb097300"	0.00271974861639185
"Zm00001eb149680"	0.00272378260902376
"Zm00001eb216210"	0.00272639636100018
"Zm00001eb015210"	0.00275361656184147
"Zm00001eb125270"	0.00276543524879976
"Zm00001eb102430"	0.00277179593702222
"Zm00001eb311860"	0.00277180956167969
"Zm00001eb131160"	0.00277652883882254
"Zm00001eb052870"	0.00277690271490372
"Zm00001eb375390"	0.00277923510185089
"Zm00001eb045320"	0.00278315178320061
"Zm00001eb154300"	0.00278327268593735
"Zm00001eb328250"	0.00278356648966548
"Zm00001eb322040"	0.00279532690435987
"Zm00001eb020660"	0.00279989964974221
"Zm00001eb229670"	0.00282551051157234
"Zm00001eb122450"	0.00283117354540204
"Zm00001eb241800"	0.00284082532753506
"Zm00001eb372150"	0.00284113723176144
"Zm00001eb054140"	0.00284582626119198
"Zm00001eb206740"	0.00285353525381095
"Zm00001eb419550"	0.00285945079504179
"Zm00001eb104260"	0.0028624952914407
"Zm00001eb359440"	0.00286985202390159
"Zm00001eb043150"	0.00287448747899705
"Zm00001eb337350"	0.00287557020500844
"Zm00001eb346800"	0.00287580570836302
"Zm00001eb382070"	0.0028807990171185
"Zm00001eb002000"	0.0028863327469934
"Zm00001eb258400"	0.00289180929323462
"Zm00001eb420070"	0.00289436360730602
"Zm00001eb036470"	0.00289601488566637
"Zm00001eb193720"	0.00289967063756497
"Zm00001eb271500"	0.00290524521663599
"Zm00001eb130390"	0.00290657220795865
"Zm00001eb321350"	0.00291383667332536
"Zm00001eb327870"	0.00292094595872713
"Zm00001eb326630"	0.00293018641501296
"Zm00001eb043900"	0.00293180609532481
"Zm00001eb186850"	0.00294067281681389
"Zm00001eb269650"	0.00295153868888251
"Zm00001eb050490"	0.00296211845086137
"Zm00001eb103250"	0.00296472611406747
"Zm00001eb144600"	0.00297797175169992
"Zm00001eb011470"	0.00298744202187282
"Zm00001eb302640"	0.00299489459406768
"Zm00001eb159630"	0.0030178157747371
"Zm00001eb162550"	0.00302961262585549
"Zm00001eb121080"	0.00303521871868716
"Zm00001eb389310"	0.00303970641005056
"Zm00001eb236700"	0.00305669053045226
"Zm00001eb288100"	0.00305989845368493
"Zm00001eb062820"	0.00306138155025898
"Zm00001eb244510"	0.00306175641738875
"Zm00001eb230070"	0.003072629877091
"Zm00001eb079000"	0.00309462493733022
"Zm00001eb385960"	0.00309466882017171
"Zm00001eb149990"	0.00309738459380047
"Zm00001eb393270"	0.00311521704445756
"Zm00001eb015470"	0.00311817206417975
"Zm00001eb366030"	0.00312852970607975
"Zm00001eb151970"	0.00312865711036903
"Zm00001eb040100"	0.00315079487633252
"Zm00001eb343090"	0.00318359539036809
"Zm00001eb125810"	0.00319775595080586
"Zm00001eb123240"	0.00319882656106047
"Zm00001eb261760"	0.00320839530768502
"Zm00001eb028220"	0.00321822783480542
"Zm00001eb309730"	0.00322899314544491
"Zm00001eb059770"	0.00323354519593953
"Zm00001eb362070"	0.00323916772089144
"Zm00001eb090830"	0.00326403952172231
"Zm00001eb054170"	0.00326760314813623
"Zm00001eb216320"	0.00326937191646909
"Zm00001eb403940"	0.00327099130314631
"Zm00001eb346680"	0.00328258744927544
"Zm00001eb182290"	0.00328757945988374
"Zm00001eb143680"	0.00328817128700885
"Zm00001eb389950"	0.00329404331633267
"Zm00001eb336750"	0.00330207645117961
"Zm00001eb070400"	0.00330332983625743
"Zm00001eb046420"	0.00330773860441397
"Zm00001eb201710"	0.00330998166794586
"Zm00001eb241770"	0.00331236683341803
"Zm00001eb193510"	0.00332458196831246
"Zm00001eb099090"	0.00332495189810793
"Zm00001eb066610"	0.00332887122915919
"Zm00001eb387870"	0.00332974956720266
"Zm00001eb411900"	0.00333065836404492
"Zm00001eb395250"	0.00333375949119501
"Zm00001eb005960"	0.00333625517995496
"Zm00001eb276570"	0.00333889054749514
"Zm00001eb181710"	0.00334360841593045
"Zm00001eb227780"	0.00335234900426234
"Zm00001eb385130"	0.00335530567806417
"Zm00001eb112830"	0.00336057321365634
"Zm00001eb177290"	0.00336399509359451
"Zm00001eb176900"	0.00337544596347292
"Zm00001eb186330"	0.00337908096079099
"Zm00001eb180350"	0.0033809820675816
"Zm00001eb324090"	0.00338595325054272
"Zm00001eb374450"	0.00339967401922625
"Zm00001eb181160"	0.00341666931965782
"Zm00001eb121370"	0.00342405700219813
"Zm00001eb043650"	0.00343107145736796
"Zm00001eb118940"	0.0034331486333063
"Zm00001eb399370"	0.00343353666553108
"Zm00001eb024210"	0.00343888975244223
"Zm00001eb086170"	0.00344762920687232
"Zm00001eb297830"	0.00346447143614978
"Zm00001eb238080"	0.00347199093550724
"Zm00001eb068650"	0.00347507153425867
"Zm00001eb322440"	0.00348583197051995
"Zm00001eb092590"	0.00349585460491592
"Zm00001eb230780"	0.00352436820760082
"Zm00001eb003130"	0.00352814281585664
"Zm00001eb376390"	0.00352851525298772
"Zm00001eb197180"	0.00353113089601532
"Zm00001eb133330"	0.00355611713065285
"Zm00001eb093560"	0.00355894189967472
"Zm00001eb354450"	0.00355895380697423
"Zm00001eb217930"	0.00356416550845787
"Zm00001eb098450"	0.00356615309098627
"Zm00001eb042400"	0.00356829228267672
"Zm00001eb420010"	0.00357755217368555
"Zm00001eb411080"	0.00357778096812642
"Zm00001eb118020"	0.00357862177898675
"Zm00001eb213670"	0.00358717061224006
"Zm00001eb014130"	0.0035891867241042
"Zm00001eb017880"	0.00358943161547033
"Zm00001eb019340"	0.00359589472685087
"Zm00001eb423370"	0.00360207781337828
"Zm00001eb431340"	0.00360809415484823
"Zm00001eb413100"	0.00361883874955342
