gene_id	C_6_Susc
Zm00001eb002200	6
Zm00001eb002210	0
Zm00001eb002220	2339.78
Zm00001eb002240	46
Zm00001eb002250	1
Zm00001eb002260	1457
Zm00001eb002270	703
Zm00001eb002280	1
Zm00001eb002290	3
Zm00001eb002300	0
Zm00001eb002310	46
Zm00001eb002320	2704
Zm00001eb002330	7
Zm00001eb002340	0
Zm00001eb002350	1
Zm00001eb002360	0
Zm00001eb002370	0
Zm00001eb002380	14
Zm00001eb002390	37
Zm00001eb002410	0
Zm00001eb002420	932.91
Zm00001eb002430	1154
Zm00001eb002440	293
Zm00001eb002450	264
Zm00001eb002460	275
Zm00001eb002470	82
Zm00001eb002480	10.69
Zm00001eb002490	940.31
Zm00001eb002510	669
Zm00001eb002520	1885
Zm00001eb002530	1867.25
Zm00001eb002540	319
Zm00001eb002550	275
Zm00001eb002560	223
Zm00001eb002570	742
Zm00001eb002590	1388
Zm00001eb002600	30
Zm00001eb002610	843
Zm00001eb002620	7459
Zm00001eb002640	1743
Zm00001eb002650	0
Zm00001eb002660	145
Zm00001eb002680	113
Zm00001eb002690	839.46
Zm00001eb002700	96.9
Zm00001eb002710	4.64
Zm00001eb002720	457.67
Zm00001eb002730	13.33
Zm00001eb002740	817
Zm00001eb002750	0
Zm00001eb002760	262
Zm00001eb002770	0
Zm00001eb002780	1708
Zm00001eb002790	1579.27
Zm00001eb002800	2000
Zm00001eb002810	1134
Zm00001eb002820	388
Zm00001eb002830	252
Zm00001eb002840	0
Zm00001eb002850	1205
Zm00001eb002860	0
Zm00001eb002870	27
Zm00001eb002880	2
Zm00001eb002890	0
Zm00001eb002900	0
Zm00001eb002910	0
Zm00001eb002920	267.18
Zm00001eb002930	173.82
Zm00001eb002940	279
Zm00001eb002950	190
Zm00001eb002960	3208.51
Zm00001eb002970	0
Zm00001eb002980	2
Zm00001eb002990	0
Zm00001eb003000	214.12
Zm00001eb003010	427.67
Zm00001eb003020	319.21
Zm00001eb003030	681
Zm00001eb003040	861.88
Zm00001eb003050	11.17
Zm00001eb003060	0
Zm00001eb003070	1613.95
Zm00001eb003080	545.66
Zm00001eb003090	12.34
Zm00001eb003100	0
Zm00001eb003110	104
Zm00001eb003120	0
Zm00001eb003130	86
Zm00001eb003140	76
Zm00001eb003150	0
Zm00001eb003160	0
Zm00001eb003170	1310
Zm00001eb003180	4763
Zm00001eb003190	267
Zm00001eb003200	34
Zm00001eb003210	0
Zm00001eb003220	2726.62
Zm00001eb003230	601.38
Zm00001eb003240	1478
Zm00001eb003270	0
Zm00001eb003280	0
Zm00001eb003290	0
Zm00001eb003300	0
Zm00001eb003310	1
Zm00001eb003330	19
Zm00001eb003340	36
Zm00001eb003350	2160
Zm00001eb003360	1688
Zm00001eb003370	0
Zm00001eb003380	0
Zm00001eb003390	0
Zm00001eb003400	3
Zm00001eb003420	1394
Zm00001eb003440	3423
Zm00001eb003450	5
Zm00001eb003460	102
Zm00001eb003470	763
Zm00001eb003480	1518
Zm00001eb003490	4382
Zm00001eb003510	490
Zm00001eb003520	52
Zm00001eb003530	0
Zm00001eb003540	1119.9
Zm00001eb003550	3297
Zm00001eb003560	1
Zm00001eb003570	150.48
Zm00001eb003580	913.87
Zm00001eb003590	149.13
Zm00001eb003600	12
Zm00001eb003610	11
Zm00001eb003620	18
Zm00001eb003630	31
Zm00001eb003650	768
Zm00001eb003660	584
Zm00001eb003670	249
Zm00001eb003680	1
Zm00001eb003690	1106
Zm00001eb003700	135
Zm00001eb003710	0
Zm00001eb003720	0
Zm00001eb003730	51497
Zm00001eb003740	0
Zm00001eb003750	180
Zm00001eb003760	249
Zm00001eb003770	0
Zm00001eb003780	102
Zm00001eb003790	0
Zm00001eb003800	2
Zm00001eb003810	1470.66
Zm00001eb003820	301
Zm00001eb003830	3011
Zm00001eb003840	679
Zm00001eb003850	15
Zm00001eb003860	20
Zm00001eb003870	82
Zm00001eb003880	664
Zm00001eb003890	667
Zm00001eb003900	88
Zm00001eb003910	264
Zm00001eb003920	55
Zm00001eb003930	6000
Zm00001eb003940	0
Zm00001eb003950	1
Zm00001eb003960	39
Zm00001eb003970	246
Zm00001eb004000	157
Zm00001eb004020	0
Zm00001eb004030	1038
Zm00001eb004040	0
Zm00001eb004050	312
Zm00001eb004060	0
Zm00001eb004070	0
Zm00001eb004080	0
Zm00001eb004090	1333
Zm00001eb004100	0
Zm00001eb004110	259
Zm00001eb004120	1508
Zm00001eb004130	0
Zm00001eb004140	48
Zm00001eb004150	1
Zm00001eb004160	412
Zm00001eb004170	3871
Zm00001eb004180	99
Zm00001eb004190	178
Zm00001eb004200	0
Zm00001eb004210	1555
Zm00001eb004220	0
Zm00001eb004230	0
Zm00001eb004240	128
Zm00001eb004250	195
Zm00001eb004260	48
Zm00001eb004280	33
Zm00001eb004290	774
Zm00001eb004300	5
Zm00001eb004310	362
Zm00001eb004320	489.49
Zm00001eb004330	0
Zm00001eb004340	93
Zm00001eb004350	0
Zm00001eb004360	0
Zm00001eb004370	1463
Zm00001eb004380	0
Zm00001eb004390	3124
Zm00001eb004400	1839
Zm00001eb004410	15
Zm00001eb004420	6475
Zm00001eb004430	397
Zm00001eb004440	373
Zm00001eb004450	7.82
Zm00001eb004460	70.18
Zm00001eb004470	322
Zm00001eb004480	120
Zm00001eb004490	849
Zm00001eb004500	538.23
Zm00001eb004510	60
Zm00001eb004530	0
Zm00001eb004540	455
Zm00001eb004550	5011
Zm00001eb004560	65.91
Zm00001eb004570	118
Zm00001eb004590	201
Zm00001eb004600	0
Zm00001eb004610	0
Zm00001eb004630	99
Zm00001eb004640	0
Zm00001eb004650	3
Zm00001eb004660	5942
Zm00001eb004670	14
Zm00001eb004690	0
Zm00001eb004710	6
Zm00001eb004720	15.79
Zm00001eb004730	1151.21
Zm00001eb004740	57.37
Zm00001eb004750	556.63
Zm00001eb004760	15
Zm00001eb004770	98
Zm00001eb004780	162
Zm00001eb004790	1000
Zm00001eb004800	0
Zm00001eb004810	0
Zm00001eb004820	0
Zm00001eb004830	0
Zm00001eb004840	0
Zm00001eb004850	0
Zm00001eb004860	0
Zm00001eb004880	0
Zm00001eb004890	19
Zm00001eb004900	0
Zm00001eb004920	0
Zm00001eb004940	829
Zm00001eb004950	0
Zm00001eb004960	368.09
Zm00001eb004970	0
Zm00001eb004980	0
Zm00001eb004990	219
Zm00001eb005000	130
Zm00001eb005010	112
Zm00001eb005020	1453
Zm00001eb005030	467
Zm00001eb005040	0
Zm00001eb005060	102.84
Zm00001eb005070	1768
Zm00001eb005080	0
Zm00001eb005100	102
Zm00001eb005110	10
Zm00001eb005120	2
Zm00001eb005130	1407
Zm00001eb005140	893
Zm00001eb005150	0
Zm00001eb005160	0
Zm00001eb005170	6.91
Zm00001eb005180	26.09
Zm00001eb005190	620
Zm00001eb005200	0
Zm00001eb005210	0
Zm00001eb005220	1181
Zm00001eb005230	289
Zm00001eb005240	0
Zm00001eb005250	12
Zm00001eb005260	1
Zm00001eb005270	0
Zm00001eb005280	713
Zm00001eb005290	0
Zm00001eb005300	14
Zm00001eb005310	36
Zm00001eb005320	1114
Zm00001eb005330	1033
Zm00001eb005340	459
Zm00001eb005350	8
Zm00001eb005360	99.12
Zm00001eb005370	397.88
Zm00001eb005380	95
Zm00001eb005390	66.81
Zm00001eb005400	340
Zm00001eb005410	0
Zm00001eb005420	262
Zm00001eb005430	1018
Zm00001eb005440	320
Zm00001eb005450	25
Zm00001eb005460	2586
Zm00001eb005470	0
Zm00001eb005480	0
Zm00001eb005490	0
Zm00001eb005500	32
Zm00001eb005510	0
Zm00001eb005530	1900
Zm00001eb005540	5
Zm00001eb005550	2688
Zm00001eb005560	0
Zm00001eb005570	93
Zm00001eb005580	41
Zm00001eb005590	0
Zm00001eb005600	303
Zm00001eb005610	0
Zm00001eb005630	935
Zm00001eb005640	26
Zm00001eb005650	3
Zm00001eb005660	2756
Zm00001eb005670	231
Zm00001eb005680	34
Zm00001eb005690	137
Zm00001eb005700	950
Zm00001eb005710	859
Zm00001eb005740	10
Zm00001eb005760	62
Zm00001eb005770	311
Zm00001eb005780	40
Zm00001eb005800	0
Zm00001eb005810	54.54
Zm00001eb005820	834.21
Zm00001eb005830	7.25
Zm00001eb005840	552
Zm00001eb005850	574
Zm00001eb005860	123
Zm00001eb005870	0
Zm00001eb005890	37
Zm00001eb005900	154
Zm00001eb005920	1824
Zm00001eb005930	479
Zm00001eb005940	0
Zm00001eb005950	1427
Zm00001eb005960	4669
Zm00001eb005970	13
Zm00001eb005980	4
Zm00001eb005990	27
Zm00001eb006000	479
Zm00001eb006010	27
Zm00001eb006020	11124
Zm00001eb006030	0
Zm00001eb006040	390
Zm00001eb006050	7
Zm00001eb006060	0
Zm00001eb006070	5
Zm00001eb006080	1157
Zm00001eb006090	45
Zm00001eb006100	34
Zm00001eb006110	0
Zm00001eb006120	0
Zm00001eb006130	0
Zm00001eb006140	1014
Zm00001eb006150	204
Zm00001eb006160	39
Zm00001eb006170	0
Zm00001eb006180	216
Zm00001eb006190	0
Zm00001eb006200	0
Zm00001eb006210	1088
Zm00001eb006240	0
Zm00001eb006260	2
Zm00001eb006270	1341
Zm00001eb006280	0
Zm00001eb006290	0
Zm00001eb006300	1315.11
Zm00001eb006310	325
Zm00001eb006320	108.44
Zm00001eb006330	82.56
Zm00001eb006340	18
Zm00001eb006350	3187
Zm00001eb006360	142
Zm00001eb006370	0
Zm00001eb006380	788
Zm00001eb006390	658
Zm00001eb006400	600
Zm00001eb006410	2963
Zm00001eb006420	1515
Zm00001eb006430	8
Zm00001eb006440	558
Zm00001eb006450	324
Zm00001eb006460	0
Zm00001eb006470	1026
Zm00001eb006480	112
Zm00001eb006490	0
Zm00001eb006510	754
Zm00001eb006520	129
Zm00001eb006530	2707
Zm00001eb006540	717.21
Zm00001eb006550	37.79
Zm00001eb006560	851
Zm00001eb006570	566
Zm00001eb006590	125
Zm00001eb006600	58.14
Zm00001eb006610	519
Zm00001eb006620	628
Zm00001eb006630	1
Zm00001eb006640	0
Zm00001eb006650	0
Zm00001eb006660	763
Zm00001eb006670	50
Zm00001eb006680	384
Zm00001eb006690	490
Zm00001eb006700	1099.68
Zm00001eb006710	115.32
Zm00001eb006720	370
Zm00001eb006730	5
Zm00001eb006740	0
Zm00001eb006760	57
Zm00001eb006770	2563
Zm00001eb006780	0
Zm00001eb006790	0
Zm00001eb006800	0
Zm00001eb006830	53
Zm00001eb006840	20
Zm00001eb006850	221.2
Zm00001eb006860	236
Zm00001eb006870	1370
Zm00001eb006880	1126
Zm00001eb006890	339
Zm00001eb006900	73.18
Zm00001eb006910	527.31
Zm00001eb006920	865
Zm00001eb006930	112
Zm00001eb006940	157.94
Zm00001eb006950	0
Zm00001eb006960	0
Zm00001eb006970	0
Zm00001eb006990	0
Zm00001eb007000	188
Zm00001eb007010	461
Zm00001eb007020	0
Zm00001eb007030	610
Zm00001eb007040	0
Zm00001eb007050	1477
Zm00001eb007060	98
Zm00001eb007070	133
Zm00001eb007080	0
Zm00001eb007090	2317
Zm00001eb007100	5
Zm00001eb007110	8
Zm00001eb007120	0
Zm00001eb007130	514
Zm00001eb007140	1023
Zm00001eb007150	165
Zm00001eb007160	0
Zm00001eb007170	747
Zm00001eb007180	543
Zm00001eb007190	160
Zm00001eb007200	0
Zm00001eb007220	480
Zm00001eb007230	23
Zm00001eb007240	269
Zm00001eb007250	1073
Zm00001eb007270	238
Zm00001eb007280	138
Zm00001eb007290	0
Zm00001eb007300	0
Zm00001eb007310	185
Zm00001eb007320	387
Zm00001eb007330	0
Zm00001eb007340	0
Zm00001eb007350	0
Zm00001eb007360	0
Zm00001eb007370	0
Zm00001eb007380	0
Zm00001eb007390	0
Zm00001eb007400	0
Zm00001eb007410	0
Zm00001eb007420	0
Zm00001eb007430	0
Zm00001eb007440	190
Zm00001eb007450	0
Zm00001eb007460	6
Zm00001eb007470	471
Zm00001eb007490	67.74
Zm00001eb007500	6.26
Zm00001eb007510	1107
Zm00001eb007540	1
Zm00001eb007550	33
Zm00001eb007560	0
Zm00001eb007570	385
Zm00001eb007580	21
Zm00001eb007590	245
Zm00001eb007600	625
Zm00001eb007610	89
Zm00001eb007630	0
Zm00001eb007640	67
Zm00001eb007650	3130
Zm00001eb007670	960.97
Zm00001eb007680	1112
Zm00001eb007690	216
Zm00001eb007700	141
Zm00001eb007720	0
Zm00001eb007730	3847.88
Zm00001eb007740	74
Zm00001eb007750	196.21
Zm00001eb007760	285.79
Zm00001eb007770	9
Zm00001eb007780	507
Zm00001eb007790	0
Zm00001eb007800	468
Zm00001eb007810	421
Zm00001eb007820	216
Zm00001eb007830	255
Zm00001eb007840	1
Zm00001eb007850	0
Zm00001eb007860	4035
Zm00001eb007870	138
Zm00001eb007880	13
Zm00001eb007890	0
Zm00001eb007900	30
Zm00001eb007910	0
Zm00001eb007920	209.36
Zm00001eb007930	95
Zm00001eb007940	0
Zm00001eb007950	24
Zm00001eb007960	195
Zm00001eb007970	0
Zm00001eb007990	14
Zm00001eb008000	0
Zm00001eb008010	554
Zm00001eb008030	0
Zm00001eb008040	0
Zm00001eb008050	0
Zm00001eb008060	1968
Zm00001eb008070	247
Zm00001eb008080	3733
Zm00001eb008090	525
Zm00001eb008100	262
Zm00001eb008130	16
Zm00001eb008140	516
Zm00001eb008150	163
Zm00001eb008160	324
Zm00001eb008170	1997
Zm00001eb008180	124
Zm00001eb008190	0
Zm00001eb008200	1216
Zm00001eb008210	0
Zm00001eb008220	1
Zm00001eb008240	50
Zm00001eb008250	1242.23
Zm00001eb008260	19.77
Zm00001eb008270	141.92
Zm00001eb008280	0
Zm00001eb008290	209.08
Zm00001eb008300	344
Zm00001eb008310	713
Zm00001eb008320	0
Zm00001eb008330	0
Zm00001eb008340	3133
Zm00001eb008350	3.61
Zm00001eb008360	580.06
Zm00001eb008370	1429
Zm00001eb008380	14
Zm00001eb008400	1915.59
Zm00001eb008410	0
Zm00001eb008420	6
Zm00001eb008430	49
Zm00001eb008440	3280
Zm00001eb008450	512
Zm00001eb008460	1511
Zm00001eb008470	351
Zm00001eb008480	1213
Zm00001eb008490	893.24
Zm00001eb008500	30
Zm00001eb008510	0
Zm00001eb008520	303
Zm00001eb008530	571
Zm00001eb008540	0
Zm00001eb008550	5705.1
Zm00001eb008560	0
Zm00001eb008570	1289
Zm00001eb008580	50
Zm00001eb008590	85
Zm00001eb008600	0
Zm00001eb008610	3298
Zm00001eb008620	495
Zm00001eb008630	329
Zm00001eb008640	404
Zm00001eb008650	1200
Zm00001eb008660	1953
Zm00001eb008670	0
Zm00001eb008680	0
Zm00001eb008690	1
Zm00001eb008700	4625.33
Zm00001eb008710	188
Zm00001eb008720	238
Zm00001eb008730	76
Zm00001eb008740	24
Zm00001eb008750	17
Zm00001eb008770	301
Zm00001eb008780	1024
Zm00001eb008790	179
Zm00001eb008800	123.95
Zm00001eb008810	2326
Zm00001eb008820	0
Zm00001eb008830	640
Zm00001eb008850	50
Zm00001eb008860	0
Zm00001eb008870	1
Zm00001eb008880	138
Zm00001eb008890	231
Zm00001eb008900	310
Zm00001eb008910	850
Zm00001eb008920	1452
Zm00001eb008930	226
Zm00001eb008940	0
Zm00001eb008950	429
Zm00001eb008960	0
Zm00001eb008970	0
Zm00001eb008980	132
Zm00001eb008990	0
Zm00001eb009000	0
Zm00001eb009010	47
Zm00001eb009020	3
Zm00001eb009030	0
Zm00001eb009040	6
Zm00001eb009050	0
Zm00001eb009060	152
Zm00001eb009070	508
Zm00001eb009080	21
Zm00001eb009090	943
Zm00001eb009100	1164
Zm00001eb009110	2048.68
Zm00001eb009120	47
Zm00001eb009130	168
Zm00001eb009140	970
Zm00001eb009150	405
Zm00001eb009160	3193
Zm00001eb009170	180
Zm00001eb009210	0
Zm00001eb009230	14
Zm00001eb009240	295
Zm00001eb009250	396
Zm00001eb009260	1
Zm00001eb009270	4
Zm00001eb009280	0
Zm00001eb009290	37
Zm00001eb009300	0
Zm00001eb009310	1657
Zm00001eb009320	206
Zm00001eb009340	520
Zm00001eb009360	866
Zm00001eb009370	317
Zm00001eb009380	49
Zm00001eb009390	0
Zm00001eb009400	4
Zm00001eb009410	0
Zm00001eb009420	0
Zm00001eb009430	368
Zm00001eb009460	22.28
Zm00001eb009470	72.72
Zm00001eb009480	917
Zm00001eb009490	60
Zm00001eb009500	193
Zm00001eb009510	845
Zm00001eb009520	1337.35
Zm00001eb009530	0
Zm00001eb009540	159
Zm00001eb009550	161
Zm00001eb009560	0
Zm00001eb009570	45
Zm00001eb009580	200
Zm00001eb009590	0
Zm00001eb009600	196
Zm00001eb009610	13
Zm00001eb009620	16.04
Zm00001eb009630	14
Zm00001eb009640	461
Zm00001eb009650	0
Zm00001eb009660	376
Zm00001eb009670	22
Zm00001eb009690	13
Zm00001eb009700	7
Zm00001eb009710	7
Zm00001eb009730	412
Zm00001eb009750	0
Zm00001eb009760	0
Zm00001eb009770	257
Zm00001eb009780	308
Zm00001eb009800	4
Zm00001eb009810	3277
Zm00001eb009820	0
Zm00001eb009830	0
Zm00001eb009840	0
Zm00001eb009850	30
Zm00001eb009860	0
Zm00001eb009870	116
Zm00001eb009880	1791
Zm00001eb009890	956
Zm00001eb009900	2312.97
Zm00001eb009910	9475
Zm00001eb009920	3014.03
Zm00001eb009930	0
Zm00001eb009940	412
Zm00001eb009950	14
Zm00001eb009960	415
Zm00001eb009970	0
Zm00001eb009980	804
Zm00001eb009990	139
Zm00001eb010000	0
Zm00001eb010010	0
Zm00001eb010020	313
Zm00001eb010030	5875
Zm00001eb010040	1228
Zm00001eb010050	144.32
Zm00001eb010060	21
Zm00001eb010070	1187
Zm00001eb010080	45
Zm00001eb010090	0
Zm00001eb010100	27
Zm00001eb010110	343
Zm00001eb010130	171.85
Zm00001eb010140	298
Zm00001eb010150	1565
Zm00001eb010160	820
Zm00001eb010170	213.81
Zm00001eb010180	123.19
Zm00001eb010190	428
Zm00001eb010200	540
Zm00001eb010210	63
Zm00001eb010220	0
Zm00001eb010230	2207
Zm00001eb010240	162
Zm00001eb010250	0
Zm00001eb010260	0
Zm00001eb010270	0
Zm00001eb010280	1063
Zm00001eb010290	1
Zm00001eb010300	2386
Zm00001eb010310	386
Zm00001eb010320	2379
Zm00001eb010330	139
Zm00001eb010340	125
Zm00001eb010350	0
Zm00001eb010360	965
Zm00001eb010370	1264
Zm00001eb010380	0
Zm00001eb010390	0
Zm00001eb010400	4036
Zm00001eb010410	206
Zm00001eb010420	318
Zm00001eb010440	717
Zm00001eb010450	393
Zm00001eb010460	248.09
Zm00001eb010470	27.91
Zm00001eb010480	139
Zm00001eb010490	44
Zm00001eb010500	2106.91
Zm00001eb010530	62
Zm00001eb010540	73
Zm00001eb010550	452
Zm00001eb010560	4823
Zm00001eb010570	47
Zm00001eb010590	222
Zm00001eb010600	69
Zm00001eb010610	246
Zm00001eb010620	1052
Zm00001eb010630	0
Zm00001eb010640	354
Zm00001eb010650	61
Zm00001eb010660	171
Zm00001eb010680	180
Zm00001eb010690	744
Zm00001eb010700	1232
Zm00001eb010710	256
Zm00001eb010720	66.68
Zm00001eb010730	2204
Zm00001eb010740	1499
Zm00001eb010750	0
Zm00001eb010760	0
Zm00001eb010770	1
Zm00001eb010780	0
Zm00001eb010790	12173.33
Zm00001eb010800	12.67
Zm00001eb010810	4056
Zm00001eb010820	186
Zm00001eb010830	886.28
Zm00001eb010840	13.72
Zm00001eb010850	0
Zm00001eb010860	437
Zm00001eb010870	2.73
Zm00001eb010890	4
Zm00001eb010900	447
Zm00001eb010910	119
Zm00001eb010940	0
Zm00001eb010950	1110
Zm00001eb010960	554
Zm00001eb010980	316
Zm00001eb010990	379
Zm00001eb011000	2082
Zm00001eb011010	4521
Zm00001eb011020	4509
Zm00001eb011030	0
Zm00001eb011040	288.65
Zm00001eb011050	4642
Zm00001eb011060	67
Zm00001eb011070	72
Zm00001eb011080	36
Zm00001eb011090	0
Zm00001eb011100	0
Zm00001eb011110	7
Zm00001eb011120	10
Zm00001eb011140	91
Zm00001eb011150	1159
Zm00001eb011160	182
Zm00001eb011170	237
Zm00001eb011180	0
Zm00001eb011190	68.24
Zm00001eb011200	53
Zm00001eb011210	37
Zm00001eb011220	86
Zm00001eb011230	90.89
Zm00001eb011240	20.11
Zm00001eb011250	6
Zm00001eb011270	48
Zm00001eb011280	158
Zm00001eb011290	0
Zm00001eb011300	674
Zm00001eb011310	172.95
Zm00001eb011320	0
Zm00001eb011330	0
Zm00001eb011340	0
Zm00001eb011350	0
Zm00001eb011360	0
Zm00001eb011370	51
Zm00001eb011380	148
Zm00001eb011410	5
Zm00001eb011420	553
Zm00001eb011430	375.45
Zm00001eb011440	7.55
Zm00001eb011450	1585
Zm00001eb011460	254
Zm00001eb011470	459
Zm00001eb011480	208
Zm00001eb011490	2230
Zm00001eb011500	0
Zm00001eb011510	0
Zm00001eb011520	27.68
Zm00001eb011530	290
Zm00001eb011550	64
Zm00001eb011560	141
Zm00001eb011570	0
Zm00001eb011580	314
Zm00001eb011590	914
Zm00001eb011600	17
Zm00001eb011610	82
Zm00001eb011620	942
Zm00001eb011630	602.64
Zm00001eb011640	185
Zm00001eb011650	485
Zm00001eb011670	6576
Zm00001eb011680	124
Zm00001eb011700	259
Zm00001eb011720	499
Zm00001eb011730	182
Zm00001eb011750	1187
Zm00001eb011760	943
Zm00001eb011770	0
Zm00001eb011780	683
Zm00001eb011800	3747
Zm00001eb011810	649
Zm00001eb011820	708
Zm00001eb011830	102
Zm00001eb011840	1333
Zm00001eb011850	0
Zm00001eb011860	39.29
Zm00001eb011870	0
Zm00001eb011880	2131.24
Zm00001eb011890	4.75
Zm00001eb011900	6.72
Zm00001eb011910	532
Zm00001eb011920	1169
Zm00001eb011930	13
Zm00001eb011940	21
Zm00001eb011950	453
Zm00001eb011960	2342
Zm00001eb011970	355
Zm00001eb011980	3729
Zm00001eb011990	1052
Zm00001eb012000	795.32
Zm00001eb012010	868
Zm00001eb012020	1731.37
Zm00001eb012030	6.63
Zm00001eb012040	403
Zm00001eb012060	543
Zm00001eb012070	486
Zm00001eb012080	429
Zm00001eb012090	0
Zm00001eb012100	884
Zm00001eb012120	1
Zm00001eb012130	63
Zm00001eb012140	1042
Zm00001eb012150	19.46
Zm00001eb012160	10.54
Zm00001eb012180	246
Zm00001eb012190	38
Zm00001eb012200	512
Zm00001eb012210	659
Zm00001eb012220	1718
Zm00001eb012240	26
Zm00001eb012250	155
Zm00001eb012260	0
Zm00001eb012270	7236
Zm00001eb012280	1337.27
Zm00001eb012290	0
Zm00001eb012300	2233.01
Zm00001eb012310	1314
Zm00001eb012320	36.07
Zm00001eb012330	295
Zm00001eb012340	895.28
Zm00001eb012350	14
Zm00001eb012360	696
Zm00001eb012370	0
Zm00001eb012380	347
Zm00001eb012390	1276
Zm00001eb012400	0
Zm00001eb012410	3964.3
Zm00001eb012420	74.49
Zm00001eb012430	1720
